                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     82,                 0.8288,                 1.1794,                0.60245,                 0.8795,                0.80339,                 0.9068,                0.89404,                0.68282,                0.81334,                0.90774,                0.91525,                0.60091,                0.88259,                 1.3453,                0.67152,                0.92903,              0.0013369,              0.0013369,              0.0013369
                     83,                0.83751,                 1.1566,                0.61089,                0.89408,                0.81203,                0.89254,                  0.904,                0.68748,                0.82562,                0.90503,                0.92667,                0.61114,                0.90235,                   1.33,                0.65196,                0.92942,              0.0013328,              0.0013328,              0.0013328
                     84,                0.79068,                 1.1434,                0.60023,                0.87917,                0.86326,                0.87677,                0.90826,                0.67523,                0.86361,                0.90018,                0.91092,                0.59599,                0.92096,                 1.3418,                0.63758,                 0.9238,              0.0013287,              0.0013287,              0.0013287
                     85,                0.81263,                  1.192,                0.60523,                0.89921,                0.81924,                0.90032,                 0.8982,                0.67763,                0.81667,                0.90527,                0.90753,                0.60089,                0.89776,                 1.3746,                0.69196,                 0.9253,              0.0013246,              0.0013246,              0.0013246
                     86,                0.81961,                 1.1541,                0.59646,                0.90014,                0.82655,                0.87989,                0.90181,                0.67335,                0.82173,                0.87427,                0.91452,                0.61485,                0.88808,                 1.2981,                0.68405,                0.92936,              0.0013204,              0.0013204,              0.0013204
                     87,                0.77546,                 1.0793,                0.55467,                0.87344,                0.81981,                0.89604,                0.89389,                0.65128,                0.80478,                0.88052,                0.89283,                0.57152,                 0.9236,                   1.38,                 0.6551,                0.95474,              0.0013163,              0.0013163,              0.0013163
                     88,                0.79238,                  1.149,                0.59051,                0.88194,                 0.8286,                0.88052,                0.88457,                0.65289,                0.82591,                0.87954,                0.88983,                 0.5925,                0.89535,                 1.3048,                  0.657,                0.95521,              0.0013122,              0.0013122,              0.0013122
                     89,                0.79784,                 1.1457,                0.59871,                0.87896,                0.80975,                0.88721,                0.87958,                0.64102,                0.86768,                0.87046,                  0.903,                0.58027,                0.96716,                 1.3718,                0.68037,                0.96242,              0.0013081,              0.0013081,              0.0013081
                     90,                0.80475,                 1.1315,                0.58264,                0.89118,                0.80256,                0.85015,                0.88267,                0.65795,                0.77382,                 0.8848,                 0.8823,                0.59762,                0.88438,                 1.2951,                0.65779,                0.95349,              0.0013039,              0.0013039,              0.0013039
                     91,                0.83086,                 1.1579,                0.59785,                0.87575,                0.76327,                 0.8824,                0.88426,                 0.6437,                0.75874,                0.87678,                 0.8835,                0.55163,                0.93315,                 1.3922,                0.68276,                 0.9566,              0.0012998,              0.0012998,              0.0012998
                     92,                0.78743,                 1.1478,                0.56727,                0.87919,                0.76749,                0.87146,                0.90073,                0.66733,                0.78648,                0.86023,                0.90353,                0.59588,                 0.9266,                 1.3576,                0.65373,                0.96576,              0.0012957,              0.0012957,              0.0012957
                     93,                0.78336,                 1.0932,                0.58316,                0.87374,                0.87933,                0.84116,                0.91457,                0.67877,                0.87778,                0.84496,                0.92746,                0.59482,                0.89498,                 1.3891,                0.63309,                0.95622,              0.0012915,              0.0012915,              0.0012915
                     94,                0.76468,                 1.0966,                0.54695,                0.88191,                0.87251,                0.87057,                0.90187,                0.67161,                0.85459,                0.87062,                0.90575,                0.59865,                0.91316,                 1.3573,                 0.6341,                0.95305,              0.0012874,              0.0012874,              0.0012874
                     95,                0.76291,                 1.0827,                 0.5514,                0.88657,                0.86966,                0.85981,                0.89743,                0.67042,                0.87616,                0.87062,                0.91642,                0.59326,                0.89968,                 1.2863,                0.63425,                0.95591,              0.0012833,              0.0012833,              0.0012833
                     96,                0.79313,                 1.1194,                0.60174,                0.87992,                0.83024,                 0.8711,                0.88734,                0.63348,                0.82345,                0.82478,                0.87031,                0.57037,                0.97207,                 1.4549,                0.65782,                0.97284,              0.0012792,              0.0012792,              0.0012792
                     97,                0.78494,                 1.1081,                0.57588,                0.87454,                0.81185,                0.87825,                0.88143,                0.63974,                0.85534,                0.83765,                 0.8839,                0.57406,                0.95614,                 1.3975,                0.66709,                0.96753,               0.001275,               0.001275,               0.001275
                     98,                0.80169,                  1.147,                0.56214,                0.87786,                0.80589,                0.84931,                0.87447,                0.64236,                0.83669,                0.85081,                0.89289,                0.56133,                0.94918,                 1.6519,                0.66453,                0.97271,              0.0012709,              0.0012709,              0.0012709
                     99,                0.79544,                 1.0951,                0.57659,                0.87858,                0.75079,                0.85149,                0.86726,                0.63666,                0.79896,                0.83168,                0.89031,                0.53509,                0.93829,                 1.4779,                0.76427,                0.95704,              0.0012668,              0.0012668,              0.0012668
                    100,                0.82122,                 1.1975,                0.58008,                0.87765,                0.83693,                0.83036,                0.86435,                0.64374,                0.82036,                0.81744,                0.85764,                 0.5609,                 0.9404,                 1.4267,                  0.664,                0.95831,              0.0012627,              0.0012627,              0.0012627
                    101,                0.78409,                 1.1058,                0.56385,                0.87977,                0.82859,                0.84856,                0.88029,                0.65063,                0.82859,                0.84856,                0.88879,                0.59851,                0.94445,                 1.2616,                0.65955,                0.95143,              0.0012585,              0.0012585,              0.0012585
                    102,                0.80133,                  1.142,                0.59273,                 0.8774,                 0.7762,                0.87586,                0.87421,                0.63706,                0.78089,                0.88081,                0.88966,                0.55771,                0.95717,                 1.3315,                0.68269,                0.96203,              0.0012544,              0.0012544,              0.0012544
                    103,                0.76956,                 1.1143,                  0.548,                0.87259,                0.82254,                 0.8353,                0.87734,                 0.6439,                0.85518,                0.83035,                0.89025,                0.58689,                0.91799,                 1.2965,                0.64334,                0.95409,              0.0012503,              0.0012503,              0.0012503
                    104,                0.77837,                  1.072,                 0.5505,                 0.8754,                0.83664,                0.84587,                0.88271,                0.64339,                0.80806,                0.88016,                 0.8958,                0.57926,                0.95491,                  1.374,                0.65361,                0.95225,              0.0012462,              0.0012462,              0.0012462
                    105,                0.81247,                 1.1191,                0.59419,                0.90067,                0.84407,                0.86567,                0.88864,                0.65576,                0.84411,                  0.865,                0.89981,                0.57853,                0.92321,                 1.3193,                0.62088,                 0.9468,               0.001242,               0.001242,               0.001242
                    106,                0.77516,                 1.0552,                0.53292,                  0.868,                0.81509,                0.88325,                0.88075,                0.66486,                0.81844,                0.87557,                0.89534,                0.61307,                 0.9087,                 1.3031,                0.64841,                0.95225,              0.0012379,              0.0012379,              0.0012379
                    107,                0.76661,                 1.0657,                0.54145,                0.88121,                 0.7971,                0.89564,                0.89497,                0.65507,                0.84691,                0.85708,                0.90731,                0.59118,                0.97039,                 1.2997,                0.66024,                0.95388,              0.0012338,              0.0012338,              0.0012338
                    108,                0.77702,                 1.0839,                0.53874,                0.86183,                0.86131,                 0.8262,                0.90302,                0.68985,                0.81949,                0.88444,                0.91946,                0.63157,                0.85376,                 1.3159,                0.63266,                0.92756,              0.0012297,              0.0012297,              0.0012297
                    109,                0.76186,                 1.0796,                0.52715,                0.87219,                0.80434,                0.91022,                0.91099,                0.67489,                0.81023,                0.91517,                0.92484,                0.60439,                0.91148,                 1.3249,                 0.6181,                0.94158,              0.0012255,              0.0012255,              0.0012255
                    110,                0.77291,                 1.1034,                 0.5474,                0.88646,                0.84889,                0.86995,                0.90896,                0.68401,                0.84317,                0.86928,                0.91339,                0.61012,                0.88682,                 1.2946,                0.63198,                0.94702,              0.0012214,              0.0012214,              0.0012214
                    111,                0.82868,                  1.174,                0.56214,                0.87952,                 0.8346,                0.87977,                0.90536,                0.68727,                0.85012,                0.87753,                 0.9221,                0.61811,                0.87136,                 1.3595,                0.61961,                0.94374,              0.0012173,              0.0012173,              0.0012173
                    112,                0.78996,                 1.0823,                 0.5752,                0.88188,                0.85284,                0.80019,                0.87822,                0.64332,                0.77887,                0.87141,                0.88473,                0.54288,                0.94059,                 1.4182,                0.66904,                0.95345,              0.0012132,              0.0012132,              0.0012132
                    113,                0.79102,                 1.1297,                0.56756,                0.87774,                0.78112,                0.89109,                 0.8883,                0.68669,                0.81089,                0.88589,                 0.9083,                 0.6407,                0.87482,                 1.2652,                0.58947,                0.94482,               0.001209,               0.001209,               0.001209
                    114,                0.80278,                 1.1368,                0.59551,                0.88762,                0.82161,                0.86632,                0.89226,                0.68668,                0.80886,                0.89042,                0.90419,                0.60979,                0.88154,                 1.2939,                0.59452,                0.95632,              0.0012049,              0.0012049,              0.0012049
                    115,                0.75879,                 1.0129,                0.56645,                0.87373,                0.86507,                0.87287,                0.90542,                0.68315,                0.87043,                0.87715,                0.92123,                0.59807,                0.92027,                 1.3365,                0.58988,                0.95156,              0.0012008,              0.0012008,              0.0012008
                    116,                0.78741,                 1.0625,                0.54585,                0.85936,                0.87105,                 0.8947,                0.91417,                0.68594,                0.86538,                0.87919,                0.91482,                0.61134,                0.86904,                 1.3744,                0.59726,                0.93836,              0.0011967,              0.0011967,              0.0011967
                    117,                0.79599,                 1.1507,                0.56839,                0.88239,                0.85768,                0.87179,                 0.9004,                0.66968,                0.86648,                0.86052,                0.90521,                0.60351,                0.91186,                 1.3416,                0.61807,                0.95032,              0.0011925,              0.0011925,              0.0011925
                    118,                 0.7598,                 1.1051,                 0.5408,                0.87214,                0.86514,                 0.8452,                0.88713,                0.66675,                0.84902,                0.87242,                 0.9102,                0.60157,                0.90782,                 1.3094,                0.62323,                 0.9431,              0.0011884,              0.0011884,              0.0011884
                    119,                0.73359,                 1.0672,                0.51528,                0.87246,                0.84343,                0.84837,                0.87649,                0.66121,                0.81032,                0.84644,                0.87439,                0.57403,                0.90418,                 1.4093,                0.62669,                0.94353,              0.0011843,              0.0011843,              0.0011843
                    120,                 0.7679,                   1.11,                0.53785,                0.87268,                0.85313,                0.84337,                0.88976,                 0.6486,                0.84721,                0.83841,                0.87986,                 0.5451,                0.89738,                 1.3859,                0.65389,                0.94972,              0.0011802,              0.0011802,              0.0011802
                    121,                0.78544,                 1.0761,                0.53588,                0.87763,                0.84479,                0.87481,                0.89367,                 0.6638,                0.85534,                0.88472,                0.91314,                0.60088,                0.92587,                 1.3716,                0.61834,                0.96179,               0.001176,               0.001176,               0.001176
                    122,                0.76372,                 1.0723,                0.54424,                0.87902,                0.86455,                0.85577,                0.87638,                 0.6713,                 0.8667,                0.86303,                 0.8919,                0.60422,                0.89241,                 1.3472,                0.59919,                0.95709,              0.0011719,              0.0011719,              0.0011719
                    123,                0.79491,                  1.101,                0.52495,                0.86447,                0.84785,                0.86752,                0.88237,                0.66504,                0.86881,                0.88705,                 0.9105,                0.60334,                0.90004,                 1.3154,                0.61045,                0.95453,              0.0011678,              0.0011678,              0.0011678
                    124,                 0.8049,                 1.1248,                0.55274,                0.87635,                0.85889,                0.85938,                0.88308,                0.66125,                0.83215,                0.89418,                0.90514,                0.60466,                0.93866,                 1.4057,                0.61725,                0.95433,              0.0011636,              0.0011636,              0.0011636
                    125,                0.76544,                  1.058,                0.52841,                0.86976,                0.84518,                0.84587,                0.88582,                0.65817,                0.83327,                0.87721,                 0.9056,                0.60034,                0.88038,                 1.2893,                0.61413,                0.93682,              0.0011595,              0.0011595,              0.0011595
                    126,                0.74455,                 1.0218,                 0.5255,                0.88198,                0.83213,                0.87156,                0.89263,                0.66121,                0.84608,                0.88052,                0.91289,                0.59642,                0.90001,                 1.3316,                0.61461,                0.94108,              0.0011554,              0.0011554,              0.0011554
                    127,                0.76863,                 1.0738,                0.52288,                 0.8828,                0.83917,                0.84092,                0.88282,                0.64471,                0.81462,                0.84568,                0.87606,                0.56838,                 0.9589,                 1.5939,                0.63543,                0.96455,              0.0011513,              0.0011513,              0.0011513
                    128,                0.73772,                 1.0802,                0.50988,                0.86853,                0.83255,                 0.8848,                0.91036,                0.67829,                0.82582,                0.89172,                0.91779,                0.59217,                0.88556,                 1.2871,                0.59027,                0.93984,              0.0011471,              0.0011471,              0.0011471
                    129,                0.78163,                 1.1165,                0.51494,                0.86997,                0.85001,                0.82882,                  0.897,                0.67285,                 0.7766,                0.88052,                0.89928,                0.56239,                 0.9131,                 1.4517,                0.60715,                0.94785,               0.001143,               0.001143,               0.001143
                    130,                 0.7128,                 1.0416,                0.49056,                0.86281,                0.81471,                0.88052,                 0.9013,                0.67463,                0.80997,                0.88862,                0.91742,                0.59886,                0.90065,                 1.3318,                0.59748,                0.93841,              0.0011389,              0.0011389,              0.0011389
                    131,                0.75094,                 1.0729,                0.52759,                0.87313,                0.83508,                0.84587,                0.88994,                0.66452,                 0.8396,                0.84587,                0.90066,                0.58416,                 0.9126,                  1.348,                0.60819,                0.97699,              0.0011348,              0.0011348,              0.0011348
                    132,                0.75111,                 1.0448,                0.52109,                0.86666,                0.77868,                0.86995,                0.88801,                 0.6501,                0.77953,                  0.865,                0.89156,                 0.5709,                0.93754,                 1.4041,                0.63321,                0.97255,              0.0011306,              0.0011306,              0.0011306
                    133,                0.76263,                  1.112,                0.51593,                0.86639,                0.82666,                0.85697,                0.89732,                0.66262,                0.82666,                0.85697,                0.91261,                0.58129,                0.88488,                 1.3402,                0.61635,                0.95298,              0.0011265,              0.0011265,              0.0011265
                    134,                 0.7154,                  1.051,                 0.4792,                0.85043,                0.84458,                0.86928,                0.88661,                0.65484,                0.85978,                 0.8844,                0.91298,                0.58457,                0.90485,                 1.3907,                 0.6105,                0.95614,              0.0011224,              0.0011224,              0.0011224
                    135,                0.69403,                 1.0173,                0.49839,                0.86009,                0.85199,                0.87985,                0.90075,                0.67037,                0.86257,                0.88975,                0.91793,                0.58385,                0.89127,                 1.4156,                0.59312,                0.96798,              0.0011183,              0.0011183,              0.0011183
                    136,                0.76461,                 1.1128,                0.50642,                0.86058,                0.84065,                0.86946,                0.89506,                0.67294,                0.86762,                0.89354,                0.92738,                0.60062,                0.89731,                 1.3707,                0.60399,                0.95359,              0.0011141,              0.0011141,              0.0011141
                    137,                0.75619,                 1.0876,                0.53709,                0.88269,                0.83889,                0.88639,                0.90699,                0.67562,                0.84897,                0.89629,                0.92547,                 0.6044,                0.92104,                 1.4052,                0.58329,                0.94485,                0.00111,                0.00111,                0.00111
                    138,                0.73959,                 1.0337,                0.49216,                0.86749,                0.86122,                0.89537,                0.91605,                0.68015,                0.87618,                0.92271,                0.94326,                0.61556,                 0.8852,                 1.3059,                0.59961,                0.94133,              0.0011059,              0.0011059,              0.0011059
                    139,                0.78272,                  1.142,                0.61189,                0.87203,                0.87966,                0.87557,                0.91094,                0.67259,                0.86588,                0.89769,                0.92188,                0.59878,                0.93105,                 1.3424,                0.58726,                0.96357,              0.0011018,              0.0011018,              0.0011018
                    140,                0.74049,                 1.0069,                0.49572,                0.86371,                0.86042,                0.90434,                0.91877,                0.67945,                0.87463,                0.92012,                0.93701,                   0.63,                0.92638,                 1.3404,                0.59265,                0.96133,              0.0010976,              0.0010976,              0.0010976
                    141,                0.72475,                 1.0167,                0.50095,                0.86856,                0.83341,                0.88299,                0.89165,                0.65426,                0.83882,                0.88757,                0.90868,                0.58618,                0.92693,                 1.3705,                0.61818,                0.96595,              0.0010935,              0.0010935,              0.0010935
                    142,                0.74244,                 1.0344,                0.52063,                0.87134,                0.83058,                0.87557,                0.88148,                0.64351,                0.83405,                0.87071,                0.89103,                0.56491,                0.93348,                 1.3506,                0.62331,                0.95495,              0.0010894,              0.0010894,              0.0010894
                    143,                0.71382,                 1.0183,                0.49368,                0.86852,                0.84196,                0.88975,                0.88578,                0.67292,                0.86605,                0.87536,                0.89899,                0.60982,                0.86764,                 1.2931,                0.59281,                0.94553,              0.0010853,              0.0010853,              0.0010853
                    144,                0.74977,                 1.1503,                0.62198,                0.87628,                 0.8691,                0.88249,                0.89893,                0.66126,                0.86402,                0.87714,                0.90535,                0.57859,                 0.9367,                  1.341,                0.61218,                 0.9439,              0.0010811,              0.0010811,              0.0010811
                    145,                0.74602,                 1.0492,                 0.5047,                0.86016,                0.88574,                0.87478,                0.91101,                0.68091,                0.89416,                 0.8862,                0.92114,                0.61289,                0.89624,                 1.2887,                0.59383,                0.94596,               0.001077,               0.001077,               0.001077
                    146,                0.75202,                 1.0291,                0.50426,                0.87005,                0.86644,                 0.8672,                0.89858,                0.67902,                0.87697,                0.87666,                0.91953,                0.64371,                0.91565,                 1.2726,                0.60395,                  0.964,              0.0010729,              0.0010729,              0.0010729
                    147,                0.70791,                 1.0087,                0.47327,                0.86223,                0.82557,                0.88052,                0.89745,                0.66229,                0.82934,                0.87303,                0.91256,                0.59115,                0.93756,                 1.3517,                0.61786,                0.95937,              0.0010688,              0.0010688,              0.0010688
                    148,                0.78951,                 1.0885,                0.52867,                0.88671,                0.80983,                0.88536,                0.88883,                0.66356,                0.81481,                0.89007,                0.90627,                0.60009,                0.92097,                 1.2999,                0.63711,                0.94575,              0.0010646,              0.0010646,              0.0010646
                    149,                0.75272,                 1.0896,                0.52131,                 0.8723,                0.81413,                0.87557,                0.88423,                0.67508,                0.79667,                0.88547,                0.90591,                0.61841,                0.85961,                 1.2958,                0.62489,                0.93857,              0.0010605,              0.0010605,              0.0010605
                    150,                0.72419,                 1.0122,                0.49734,                0.86094,                0.81666,                0.86268,                0.88286,                0.65136,                 0.8113,                0.85773,                0.88717,                0.56487,                0.93583,                  1.389,                0.66444,                0.96128,              0.0010564,              0.0010564,              0.0010564
                    151,                0.75177,                 1.0595,                0.61134,                0.88789,                 0.7993,                0.89042,                0.89634,                0.66791,                0.77821,                0.87062,                0.88742,                0.59321,                0.89858,                 1.3268,                0.67778,                0.95133,              0.0010523,              0.0010523,              0.0010523
                    152,                0.75824,                 1.0633,                0.49951,                0.86749,                 0.8619,                0.86645,                0.90555,                 0.6768,                0.86738,                0.87101,                0.91387,                 0.5972,                0.89935,                 1.3601,                0.61562,                0.95283,              0.0010481,              0.0010481,              0.0010481
                    153,                0.72162,                0.98983,                0.53807,                0.87343,                0.82642,                0.90461,                0.90124,                0.68605,                0.84381,                0.90162,                 0.9156,                0.61427,                0.87614,                 1.3617,                0.59994,                0.94571,               0.001044,               0.001044,               0.001044
                    154,                0.70762,                 1.0216,                0.48207,                0.85537,                0.81738,                0.89042,                0.89238,                0.66502,                0.84433,                 0.8764,                0.90642,                0.59651,                0.87245,                 1.4023,                0.59548,                0.95263,              0.0010399,              0.0010399,              0.0010399
                    155,                0.71272,                 1.0477,                0.50695,                0.85605,                0.83229,                 0.8848,                0.87899,                0.66261,                0.84373,                 0.8947,                0.89175,                0.59307,                0.92185,                 1.3874,                0.60983,                0.96361,              0.0010357,              0.0010357,              0.0010357
                    156,                0.72428,                  1.031,                0.48868,                0.86982,                0.86518,                0.85872,                0.88621,                0.67828,                0.87215,                0.86367,                0.89561,                0.59839,                0.89093,                 1.3496,                0.61043,                0.96229,              0.0010316,              0.0010316,              0.0010316
                    157,                0.74053,                 1.0477,                0.49848,                0.86194,                0.84904,                0.89316,                0.90297,                0.66704,                0.84555,                  0.896,                0.90768,                0.60421,                 0.9082,                 1.3503,                0.58005,                0.95393,              0.0010275,              0.0010275,              0.0010275
                    158,                0.74378,                  1.027,                0.53142,                0.86923,                  0.847,                0.87256,                0.89274,                0.63952,                0.83319,                0.86995,                0.89828,                0.57418,                0.95276,                 1.4278,                0.60146,                0.95962,              0.0010234,              0.0010234,              0.0010234
                    159,                0.68913,                0.99888,                0.46405,                0.86378,                0.80516,                0.89633,                0.89919,                 0.6839,                0.80039,                0.89071,                0.90649,                0.62698,                0.87134,                 1.3031,                0.57568,                 0.9447,              0.0010192,              0.0010192,              0.0010192
                    160,                0.74853,                 1.0051,                0.48811,                0.85541,                0.82152,                0.86736,                0.89749,                0.67146,                0.82172,                0.86669,                0.91509,                0.60608,                0.91822,                 1.4906,                0.60037,                0.96888,              0.0010151,              0.0010151,              0.0010151
                    161,                0.72773,                0.98888,                0.48148,                0.86866,                0.84812,                0.84092,                0.88713,                0.65282,                0.85206,                0.84025,                0.90713,                0.58694,                 0.9333,                 1.3625,                0.62492,                0.97031,               0.001011,               0.001011,               0.001011
                    162,                0.74737,                 1.0421,                0.48448,                0.87936,                0.84071,                0.87557,                 0.8973,                0.66163,                0.83554,                0.86995,                0.89976,                 0.5942,                0.91365,                 1.3995,                0.60595,                0.96384,              0.0010069,              0.0010069,              0.0010069
                    163,                0.71198,                0.96917,                0.47936,                0.85827,                0.86081,                0.88104,                0.90406,                0.67664,                0.84294,                 0.8848,                0.90573,                0.60613,                 0.8905,                 1.3586,                0.57537,                0.95665,              0.0010027,              0.0010027,              0.0010027
